"List Name","Files with Hits"
"2.1.2.3 (3)",3
"2.1.3.1 (3)",3
"2.1.3.10 (10)",10
"2.1.3.2 (4)",4
"2.1.3.5 (10)",10
"2.1.4.1 (2)",2
"2.1.4.2 (2)",2
"2.1.4.3 (2)",2
"2.1.4.4 (2)",2
"2.1.99.6 (11)",11
"2.10.0.2 (11)",11
"2.10.1.14 (15)",15
"2.10.12.10 (15)",15
"2.10.4.0 (5)",5
"2.10.8.1 (29)",29
"2.102.235.0 (3)",3
"2.11.0.0 (5)",5
"2.11.1.0 (11)",11
"2.11.4.1 (14)",14
"2.12.32.52 (1)",1
"2.12.6.1 (11)",11
"2.12.7.2 (15)",15
"2.13.1.1 (3)",3
"2.14.0.0 (11)",11
"2.14.5.1 (11)",11
"2.15.0.0 (1)",1
"2.15.1.0 (11)",11
"2.16.0.0 (11)",11
"2.16.1.4 (3)",3
"2.17.0.0 (5)",5
"2.17.50.0 (1)",1
"2.18.0.0 (5)",5
"2.2.0.0 (11)",11
"2.2.0.1 (15)",15
"2.2.0.2 (14)",14
"2.2.1.1 (16)",16
"2.2.1.2 (5)",5
"2.2.1.3 (4)",4
"2.2.1.4 (2)",2
"2.2.1.5 (2)",2
"2.2.1.6 (2)",2
"2.2.12.5 (3)",3
"2.2.2.1 (15)",15
"2.2.2.2 (12)",12
"2.2.2.3 (2)",2
"2.2.2.4 (2)",2
"2.2.26.0 (20)",20
"2.2.3.1 (12)",12
"2.2.3.2 (1)",1
"2.2.30.11 (5)",5
"2.2.31.11 (5)",5
"2.2.31.2 (2)",2
"2.2.31.21 (5)",5
"2.2.31.31 (5)",5
"2.2.31.41 (5)",5
"2.2.35.1 (1)",1
"2.2.35.11 (5)",5
"2.2.35.2 (1)",1
"2.2.35.21 (5)",5
"2.2.35.3 (1)",1
"2.2.36.11 (2)",2
"2.2.42.16 (4)",4
"2.2.57.1 (2)",2
"2.2.6.1 (2)",2
"2.2.6.7 (13)",13
"2.2.8.1 (11)",11
"2.2.8.188 (3)",3
"2.2.91.2 (5)",5
"2.2.95.1 (2)",2
"2.2.99.1 (12)",12
"2.20.5.1 (1)",1
"2.21.3.132 (2)",2
"2.23.42.7 (1)",1
"2.24.0.1 (2)",2
"2.25.51.0 (2)",2
"2.26.0.9 (2)",2
"2.3.0.0 (13)",13
"2.3.0.1 (18)",18
"2.3.0.2 (15)",15
"2.3.0.53 (3)",3
"2.3.1.0 (20)",20
"2.3.1.1 (12)",12
"2.3.1.2 (6)",6
"2.3.1.3 (1)",1
"2.3.1.4 (6)",6
"2.3.1.5 (1)",1
"2.3.1.6 (1)",1
"2.3.10.1 (4)",4
"2.3.10.10 (6)",6
"2.3.10.11 (6)",6
"2.3.10.12 (1)",1
"2.3.10.2 (4)",4
"2.3.10.3 (4)",4
"2.3.10.4 (8)",8
"2.3.10.5 (6)",6
"2.3.10.6 (6)",6
"2.3.10.7 (6)",6
"2.3.10.8 (6)",6
"2.3.10.9 (6)",6
"2.3.11.1 (6)",6
"2.3.11.10 (6)",6
"2.3.11.11 (1)",1
"2.3.11.12 (1)",1
"2.3.11.2 (6)",6
"2.3.11.3 (6)",6
"2.3.11.4 (6)",6
"2.3.11.5 (6)",6
"2.3.11.6 (6)",6
"2.3.11.7 (6)",6
"2.3.11.8 (1)",1
"2.3.11.9 (6)",6
"2.3.13.1 (5)",5
"2.3.15.1 (6)",6
"2.3.15.2 (6)",6
"2.3.15.3 (15)",15
"2.3.17.1 (7)",7
"2.3.17.2 (6)",6
"2.3.17.3 (6)",6
"2.3.17.4 (6)",6
"2.3.17.5 (6)",6
"2.3.17.6 (6)",6
"2.3.17.7 (6)",6
"2.3.17.8 (6)",6
"2.3.17.9 (5)",5
"2.3.2.0 (1)",1
"2.3.2.1 (6)",6
"2.3.2.11 (12)",12
"2.3.2.2 (6)",6
"2.3.2.5 (11)",11
"2.3.3.1 (12)",12
"2.3.3.10 (1)",1
"2.3.3.11 (1)",1
"2.3.3.12 (1)",1
"2.3.3.2 (1)",1
"2.3.3.3 (1)",1
"2.3.3.4 (1)",1
"2.3.3.5 (1)",1
"2.3.3.6 (1)",1
"2.3.3.7 (1)",1
"2.3.3.8 (1)",1
"2.3.3.9 (1)",1
"2.3.4.1 (6)",6
"2.3.4.2 (20)",20
"2.3.4.5 (8)",8
"2.3.5.1 (17)",17
"2.3.5.2 (3)",3
"2.3.5.3 (3)",3
"2.3.6.1 (6)",6
"2.3.6.2 (6)",6
"2.3.6.3 (6)",6
"2.3.6.4 (6)",6
"2.3.6.5 (1)",1
"2.3.6.6 (6)",6
"2.3.7.1 (16)",16
"2.3.7.2 (36)",36
"2.3.7.3 (6)",6
"2.3.7.4 (1)",1
"2.3.7.5 (1)",1
"2.3.7.6 (1)",1
"2.3.7.7 (6)",6
"2.3.7.8 (4)",4
"2.3.7.9 (6)",6
"2.3.8.0 (11)",11
"2.3.8.1 (6)",6
"2.3.8.2 (6)",6
"2.3.8.3 (6)",6
"2.3.9.1 (6)",6
"2.3.9.2 (6)",6
"2.3.9.3 (6)",6
"2.3.9.4 (6)",6
"2.3.9.5 (4)",4
"2.31.2.0 (3)",3
"2.33.4.12 (1)",1
"2.39.4.1 (2)",2
"2.4.0.0 (15)",15
"2.4.0.1 (15)",15
"2.4.0.2 (11)",11
"2.4.1.0 (11)",11
"2.4.1.1 (12)",12
"2.4.1.2 (1)",1
"2.4.1.3 (1)",1
"2.4.1.4 (1)",1
"2.4.1.5 (1)",1
"2.4.1.6 (1)",1
"2.4.1.7 (1)",1
"2.4.1.8 (1)",1
"2.4.14.2 (2)",2
"2.4.2.1 (2)",2
"2.4.2.2 (3)",3
"2.4.2.3 (11)",11
"2.4.2.4 (3)",3
"2.4.3.3 (2)",2
"2.4.3.7 (15)",15
"2.4.4.1 (1)",1
"2.4.4.2 (1)",1
"2.4.7.4 (15)",15
"2.4.9.2 (2)",2
"2.49.91.1 (15)",15
"2.5.0.0 (12)",12
"2.5.0.1 (11)",11
"2.5.1.0 (13)",13
"2.5.1.1 (3)",3
"2.5.1.2 (3)",3
"2.5.1.3 (2)",2
"2.5.1.5 (3)",3
"2.5.10.3 (16)",16
"2.5.16.1 (15)",15
"2.5.2.1 (1)",1
"2.5.2.2 (1)",1
"2.5.2.3 (1)",1
"2.5.29.14 (12)",12
"2.5.29.142 (4)",4
"2.5.29.15 (12)",12
"2.5.29.16 (2)",2
"2.5.29.17 (8)",8
"2.5.29.172 (3)",3
"2.5.29.18 (6)",6
"2.5.29.182 (4)",4
"2.5.29.19 (9)",9
"2.5.29.192 (3)",3
"2.5.29.20 (5)",5
"2.5.29.21 (5)",5
"2.5.29.23 (1)",1
"2.5.29.24 (4)",4
"2.5.29.27 (4)",4
"2.5.29.28 (4)",4
"2.5.29.29 (5)",5
"2.5.29.3 (2)",2
"2.5.29.30 (4)",4
"2.5.29.31 (9)",9
"2.5.29.32 (12)",12
"2.5.29.33 (4)",4
"2.5.29.35 (12)",12
"2.5.29.36 (4)",4
"2.5.29.37 (13)",13
"2.5.29.46 (3)",3
"2.5.29.54 (3)",3
"2.5.29.9 (4)",4
"2.5.3.0 (15)",15
"2.5.3.3 (2)",2
"2.5.4.10 (6)",6
"2.5.4.102 (2)",2
"2.5.4.11 (6)",6
"2.5.4.12 (5)",5
"2.5.4.13 (1)",1
"2.5.4.15 (3)",3
"2.5.4.16 (3)",3
"2.5.4.17 (3)",3
"2.5.4.3 (6)",6
"2.5.4.4 (5)",5
"2.5.4.41 (2)",2
"2.5.4.42 (5)",5
"2.5.4.43 (2)",2
"2.5.4.44 (5)",5
"2.5.4.45 (3)",3
"2.5.4.46 (4)",4
"2.5.4.5 (4)",4
"2.5.4.6 (6)",6
"2.5.4.62 (2)",2
"2.5.4.65 (3)",3
"2.5.4.7 (6)",6
"2.5.4.8 (6)",6
"2.5.4.9 (3)",3
"2.5.4.97 (1)",1
"2.5.8.1 (7)",7
"2.5.8.3 (4)",4
"2.51.3.36 (2)",2
"2.54.0.1 (2)",2
"2.59.90.1 (2)",2
"2.6.0.1 (17)",17
"2.6.0.2 (2)",2
"2.6.1.0 (16)",16
"2.6.1.1 (2)",2
"2.6.1.2 (1)",1
"2.6.1.3 (1)",1
"2.6.1.4 (1)",1
"2.6.2.1 (1)",1
"2.6.27.8 (1)",1
"2.6.32.2 (1)",1
"2.6.7.1 (1)",1
"2.6.8.1 (3)",3
"2.60.0.1 (1)",1
"2.62.1.18 (2)",2
"2.7.0.0 (5)",5
"2.7.0.1 (12)",12
"2.7.0.15 (11)",11
"2.7.0.2 (12)",12
"2.7.10.1 (3)",3
"2.7.2.0 (11)",11
"2.7.2.2 (16)",16
"2.7.2.3 (20)",20
"2.7.2.8 (20)",20
"2.7.3.2 (2)",2
"2.7.6.0 (15)",15
"2.7.6.1 (1)",1
"2.72.1.23 (2)",2
"2.8.0.1 (13)",13
"2.8.0.2 (2)",2
"2.8.0.3 (2)",2
"2.8.0.4 (2)",2
"2.8.1.1 (20)",20
"2.8.3.5 (1)",1
"2.8.6.1 (2)",2
"2.82.8.0 (3)",3
"2.84.7.2 (2)",2
"2.9.0.0 (11)",11
"2.9.0.1 (16)",16
"2.9.1.0 (12)",12
"2.9.1.1 (1)",1
"2.9.1.2 (1)",1
"2.9.1.3 (1)",1
"2.9.1.4 (15)",15
"2.9.7.0 (15)",15
"2.99.4.5 (14)",14
"20.0.0.0 (7)",7
"20.15.0.66 (3)",3
"20.15.0.7 (3)",3
"20.15.0.9 (3)",3
"20.2.5.0 (1)",1
"20.20.20.10 (4)",4
"20.20.20.11 (4)",4
"200.49.219.180 (2)",2
"202.12.27.33 (6)",6
"203.0.113.0 (8)",8
"203.0.113.1 (3)",3
"203.97.0.0 (3)",3
"203.97.2.0 (3)",3
"203.97.3.0 (3)",3
"204.62.129.132 (6)",6
"209.237.226.90 (1)",1
"209.85.212.52 (2)",2
"209.85.245.101 (1)",1
"21.27.0.98 (3)",3
"211.24.3.231 (1)",1
"212.129.233.201 (1)",1
"212.61.52.2 (1)",1
"214.8.16.32 (2)",2
"22.1.7.0 (1)",1
"22.13.1.5 (4)",4
"22.24.8.0 (1)",1
"22.50.19.14 (7)",7
"224.0.0.0 (23)",23
"224.0.0.1 (6)",6
"224.0.0.106 (1)",1
"224.0.0.13 (2)",2
"224.0.0.2 (1)",1
"224.0.0.251 (14)",14
"224.0.0.255 (1)",1
"224.0.1.1 (4)",4
"224.2.0.1 (4)",4
"225.0.0.250 (3)",3
"225.1.2.3 (2)",2
"228.61.2.24 (1)",1
"23.15.10.0 (1)",1
"23.42.7.0 (1)",1
"239.0.0.1 (2)",2
"239.1.1.1 (1)",1
"239.10.10.10 (1)",1
"239.254.197.10 (1)",1
"239.255.254.254 (4)",4
"239.255.255.250 (16)",16
"239.255.255.255 (1)",1
"24.191.168.128 (5)",5
"24.2.8.0 (3)",3
"240.0.0.0 (18)",18
"241.0.0.0 (5)",5
"25.17.12.0 (1)",1
"25.2.5.2 (3)",3
"25.228.9.0 (1)",1
"25.234.129.22 (3)",3
"25.30.13.0 (1)",1
"250.0.0.0 (2)",2
"252.253.254.255 (3)",3
"255.0.0.0 (52)",52
"255.0.255.0 (3)",3
"255.240.0.0 (2)",2
"255.255.0.0 (17)",17
"255.255.224.0 (5)",5
"255.255.240.0 (3)",3
"255.255.252.0 (6)",6
"255.255.254.0 (9)",9
"255.255.255.0 (94)",94
"255.255.255.224 (9)",9
"255.255.255.240 (13)",13
"255.255.255.252 (3)",3
"255.255.255.254 (2)",2
"255.255.255.255 (95)",95
"27.26.23.19 (3)",3
"29.192.5.29 (4)",4
"3.0.0.4 (14)",14
"3.0.0.5 (15)",15
"3.0.1.1 (5)",5
"3.0.1.2 (11)",11
"3.0.1.4 (10)",10
"3.0.17.3 (15)",15
"3.0.2.4 (11)",11
"3.0.26.1 (11)",11
"3.0.3.0 (11)",11
"3.0.5.1 (3)",3
"3.0.8.2 (14)",14
"3.0.9.2 (26)",26
"3.0.9.6 (6)",6
"3.1.0.1 (3)",3
"3.1.0.2 (11)",11
"3.1.1.2 (11)",11
"3.1.1.6 (5)",5
"3.1.13.0 (11)",11
"3.1.2.1 (10)",10
"3.1.2.6 (2)",2
"3.1.20.0 (11)",11
"3.1.3.2 (11)",11
"3.1.3.6 (10)",10
"3.1.4.25 (2)",2
"3.1.5.1 (5)",5
"3.1.6.3 (15)",15
"3.1.71.3 (7)",7
"3.10.0.1 (15)",15
"3.11.0.1 (11)",11
"3.11.3.11 (3)",3
"3.12.0.1 (10)",10
"3.12.0.3 (1)",1
"3.132.0.10 (14)",14
"3.14.1.0 (2)",2
"3.14.3.2 (24)",24
"3.14.5.8 (26)",26
"3.15.0.0 (15)",15
"3.192.26.1 (13)",13
"3.192.30.10 (1)",1
"3.192.30.11 (1)",1
"3.192.30.12 (1)",1
"3.192.30.13 (1)",1
"3.192.30.14 (1)",1
"3.192.30.15 (1)",1
"3.192.30.16 (26)",26
"3.192.30.19 (17)",17
"3.192.30.7 (1)",1
"3.192.30.8 (1)",1
"3.192.30.9 (1)",1
"3.2.0.0 (15)",15
"3.2.0.1 (15)",15
"3.2.0.144 (2)",2
"3.2.0.2 (2)",2
"3.2.1.1 (15)",15
"3.2.1.3 (1)",1
"3.2.2.0 (12)",12
"3.2.2.1 (12)",12
"3.2.2.2 (3)",3
"3.2.2.3 (1)",1
"3.2.2.4 (1)",1
"3.2.2.5 (1)",1
"3.2.2.6 (1)",1
"3.2.2.7 (1)",1
"3.2.25.1 (3)",3
"3.2.3.0 (15)",15
"3.2.3.1 (1)",1
"3.2.3.2 (1)",1
"3.2.3.3 (1)",1
"3.2.5.1 (22)",22
"3.2.8.1 (11)",11
"3.21.3.14 (4)",4
"3.27.90.1 (10)",10
"3.3.0.0 (1)",1
"3.3.0.1 (2)",2
"3.3.0.23 (11)",11
"3.3.1.21 (2)",2
"3.3.11.1 (15)",15
"3.3.2.1 (3)",3
"3.3.2.2 (1)",1
"3.3.2.3 (1)",1
"3.3.2.4 (1)",1
"3.3.2.5 (1)",1
"3.3.2.6 (1)",1
"3.3.2.8 (7)",7
"3.3.3.0 (11)",11
"3.3.3.1 (14)",14
"3.3.5.1 (10)",10
"3.3.7.0 (11)",11
"3.3.7.1 (11)",11
"3.3.9.14 (3)",3
"3.30.1.2 (13)",13
"3.31.0.1 (1)",1
"3.31.0.2 (1)",1
"3.31.1.1 (14)",14
"3.36.1.1 (11)",11
"3.36.3.2 (5)",5
"3.36.3.3 (31)",31
"3.4.0.3 (11)",11
"3.4.0.47 (11)",11
"3.4.1.1 (5)",5
"3.4.1.2 (7)",7
"3.4.1.3 (7)",7
"3.4.1.4 (13)",13
"3.4.1.5 (3)",3
"3.4.1.6 (3)",3
"3.4.1.7 (3)",3
"3.4.11.2 (13)",13
"3.4.2.1 (4)",4
"3.4.2.10 (4)",4
"3.4.2.11 (1)",1
"3.4.2.2 (3)",3
"3.4.2.3 (3)",3
"3.4.2.4 (4)",4
"3.4.2.5 (4)",4
"3.4.2.6 (4)",4
"3.4.2.7 (3)",3
"3.4.2.8 (3)",3
"3.4.2.9 (3)",3
"3.4.3.1 (6)",6
"3.4.3.2 (3)",3
"3.4.3.3 (3)",3
"3.4.4.1 (15)",15
"3.4.92.16 (3)",3
"3.43.1.1 (1)",1
"3.43.1.2 (1)",1
"3.43.1.3 (1)",1
"3.43.1.4 (1)",1
"3.43.1.5 (1)",1
"3.43.1.6 (1)",1
"3.43.2.1 (1)",1
"3.43.2.2 (1)",1
"3.43.2.3 (1)",1
"3.43.4.1 (1)",1
"3.43.5.1 (1)",1
"3.43.5.2 (1)",1
"3.43.5.3 (1)",1
"3.43.6.1 (1)",1
"3.43.6.2 (1)",1
"3.43.6.3 (1)",1
"3.43.8.1 (1)",1
"3.5.0.1 (3)",3
"3.5.0.29 (11)",11
"3.5.0.5 (11)",11
"3.5.1.1 (1)",1
"3.5.1.2 (4)",4
"3.5.1.3 (4)",4
"3.5.1.4 (1)",1
"3.5.1.5 (1)",1
"3.5.1.6 (1)",1
"3.5.1.7 (1)",1
"3.5.11.3 (3)",3
"3.5.17.0 (11)",11
"3.5.2.1 (1)",1
"3.5.2.10 (1)",1
"3.5.2.11 (1)",1
"3.5.2.2 (1)",1
"3.5.2.3 (1)",1
"3.5.2.4 (1)",1
"3.5.2.5 (1)",1
"3.5.2.6 (1)",1
"3.5.2.7 (1)",1
"3.5.2.8 (1)",1
"3.5.2.9 (1)",1
"3.5.27.1 (39)",39
"3.5.3.1 (1)",1
"3.5.3.2 (1)",1
"3.5.3.3 (1)",1
"3.5.9.3 (11)",11
"3.5.99.21 (11)",11
"3.5.99.23 (15)",15
"3.51.3.6 (3)",3
"3.6.0.0 (11)",11
"3.6.1.0 (11)",11
"3.6.1.1 (3)",3
"3.6.1.3 (29)",29
"3.6.1.4 (43)",43
"3.6.1.5 (17)",17
"3.6.2.1 (6)",6
"3.7.0.8 (15)",15
"3.7.1.1 (1)",1
"3.7.1.4 (11)",11
"3.7.2.1 (13)",13
"3.7.2.2 (2)",2
"3.7.2.3 (2)",2
"3.7.2.4 (2)",2
"3.7.2.5 (2)",2
"3.7.2.6 (2)",2
"3.7.4.1 (11)",11
"3.7.6.1 (12)",12
"3.7.7.1 (11)",11
"3.71.3.36 (11)",11
"3.8.0.0 (11)",11
"3.8.0.1 (2)",2
"3.8.1.0 (11)",11
"3.8.1.2 (1)",1
"3.8.2.2 (2)",2
"3.8.3.0 (1)",1
"3.9.0.2 (5)",5
"3.9.2.0 (3)",3
"3.9.2.1 (2)",2
"3.9.2.2 (2)",2
"3.9.2.6 (2)",2
"3.9.6.1 (1)",1
"3.95.0.11 (10)",10
"30.171.24.20 (1)",1
"34.243.160.129 (1)",1
"34.254.182.186 (1)",1
"34.55.89.144 (5)",5
"36.3.3.2 (2)",2
"36.6.0.0 (6)",6
"36.7.0.0 (6)",6
"39.28.189.39 (4)",4
"39.31.5.1 (1)",1
"39.4.1.214 (2)",2
"4.0.0.0 (11)",11
"4.0.1.16 (11)",11
"4.0.1.2 (11)",11
"4.0.14.0 (1)",1
"4.0.4.1 (11)",11
"4.0.4.3 (2)",2
"4.0.71.4 (3)",3
"4.1.0.0 (11)",11
"4.1.0.3 (15)",15
"4.1.1.0 (1)",1
"4.1.1.1 (3)",3
"4.1.1.2 (1)",1
"4.1.1.3 (1)",1
"4.1.1.4 (1)",1
"4.1.188.7 (3)",3
"4.1.191.16 (3)",3
"4.1.2.0 (1)",1
"4.1.2.1 (32)",32
"4.1.2.2 (16)",16
"4.1.2.3 (1)",1
"4.1.2.4 (1)",1
"4.1.214.6 (2)",2
"4.1.3.1 (12)",12
"4.1.3.10 (1)",1
"4.1.3.11 (1)",1
"4.1.3.12 (1)",1
"4.1.3.13 (1)",1
"4.1.3.14 (1)",1
"4.1.3.15 (1)",1
"4.1.3.16 (1)",1
"4.1.3.17 (1)",1
"4.1.3.18 (1)",1
"4.1.3.19 (1)",1
"4.1.3.2 (1)",1
"4.1.3.20 (1)",1
"4.1.3.21 (1)",1
"4.1.3.3 (1)",1
"4.1.3.4 (1)",1
"4.1.3.5 (1)",1
"4.1.3.6 (1)",1
"4.1.3.7 (1)",1
"4.1.3.8 (1)",1
"4.1.3.9 (1)",1
"4.1.30.7 (10)",10
"4.1.4.1 (3)",3
"4.1.4.10 (1)",1
"4.1.4.2 (14)",14
"4.1.4.3 (1)",1
"4.1.4.4 (1)",1
"4.1.4.5 (1)",1
"4.1.4.6 (1)",1
"4.1.4.7 (1)",1
"4.1.4.8 (1)",1
"4.1.4.9 (1)",1
"4.1.84.4 (2)",2
"4.10.1.2 (1)",1
"4.10.22.7 (6)",6
"4.112.5.4 (30)",30
"4.12.0.0 (11)",11
"4.12.1.1 (1)",1
"4.13.0.1 (15)",15
"4.14.1.1 (1)",1
"4.14.2.1 (1)",1
"4.150.156.3 (1)",1
"4.16.0.0 (11)",11
"4.17.2.7 (15)",15
"4.19.2.1 (6)",6
"4.2.1.0 (1)",1
"4.2.1.1 (1)",1
"4.2.1.2 (3)",3
"4.2.1.3 (1)",1
"4.2.1.4 (1)",1
"4.2.1.5 (1)",1
"4.2.1.6 (2)",2
"4.2.1.7 (1)",1
"4.2.2.1 (1)",1
"4.2.2.2 (1)",1
"4.2.2.3 (1)",1
"4.2.2.4 (1)",1
"4.2.2.5 (1)",1
"4.2.2.6 (2)",2
"4.2.2.7 (1)",1
"4.2.3.0 (1)",1
"4.2.4.6 (15)",15
"4.2.7.7 (11)",11
"4.2.8.1 (11)",11
"4.2.8.3 (3)",3
"4.2.8.4 (11)",11
"4.2.8.5 (11)",11
"4.2.9.1 (27)",27
"4.2.9.2 (11)",11
"4.2.9.5 (11)",11
"4.2.9.7 (15)",15
"4.218.248.5 (1)",1
"4.220.48.0 (1)",1
"4.3.0.1 (4)",4
"4.3.0.3 (1)",1
"4.3.1.1 (2)",2
"4.3.2.1 (15)",15
"4.3.2.2 (1)",1
"4.3.2.3 (1)",1
"4.3.2.4 (1)",1
"4.3.2.5 (1)",1
"4.3.2.6 (1)",1
"4.3.3.0 (1)",1
"4.3.3.1 (11)",11
"4.3.32.16 (2)",2
"4.3.5.6 (1)",1
"4.3.9.5 (3)",3
"4.31.3.14 (19)",19
"4.32.5.4 (2)",2
"4.4.1.0 (1)",1
"4.4.1.1 (8)",8
"4.4.1.2 (10)",10
"4.4.1.3 (1)",1
"4.4.2.1 (1)",1
"4.4.2.2 (12)",12
"4.4.2.3 (1)",1
"4.4.2.4 (1)",1
"4.4.3.1 (16)",16
"4.4.3.2 (1)",1
"4.4.3.3 (1)",1
"4.4.3.4 (1)",1
"4.5.0.1 (10)",10
"4.5.0.2 (4)",4
"4.5.1.1 (23)",23
"4.5.1.2 (2)",2
"4.5.1.3 (2)",2
"4.5.1.4 (2)",2
"4.5.1.5 (2)",2
"4.5.1.6 (2)",2
"4.5.1.7 (2)",2
"4.5.2.1 (1)",1
"4.5.2.12 (1)",1
"4.5.2.13 (1)",1
"4.5.2.14 (1)",1
"4.5.2.15 (1)",1
"4.5.2.2 (1)",1
"4.5.2.7 (1)",1
"4.5.5.8 (3)",3
"4.5.6.7 (4)",4
"4.52.5.4 (30)",30
"4.6.0.152 (7)",7
"4.6.1.3 (25)",25
"4.7.0.0 (12)",12
"4.7.0.5 (11)",11
"4.7.10.4 (2)",2
"4.7.2.1 (4)",4
"4.7.2.2 (4)",4
"4.7.2.3 (1)",1
"4.7.2.4 (1)",1
"4.7.2.5 (1)",1
"4.7.2.8 (1)",1
"4.72.5.4 (4)",4
"4.8.1.2 (1)",1
"4.8.6.1 (1)",1
"4.8.6.2 (1)",1
"4.8.6.3 (1)",1
"4.82.5.4 (4)",4
"4.9.0.1 (3)",3
"4.9.1.1 (1)",1
"4.9.15.2 (3)",3
"4.93.0.3 (12)",12
"41.28.5.1 (1)",1
"43.2.23.17 (9)",9
"43.4.2.2 (2)",2
"43.5.3.2 (2)",2
"45.55.32.1 (4)",4
"45.55.50.93 (4)",4
"46.149.16.4 (1)",1
"5.0.0.0 (1)",1
"5.0.0.1 (13)",13
"5.0.0.11 (3)",3
"5.0.0.30 (15)",15
"5.0.1.1 (12)",12
"5.0.17.3 (11)",11
"5.0.3.0 (10)",10
"5.1.0.0 (1)",1
"5.1.0.1 (21)",21
"5.1.0.41 (11)",11
"5.1.1.1 (2)",2
"5.1.1.2 (2)",2
"5.1.1.3 (2)",2
"5.1.1.4 (2)",2
"5.1.1.5 (2)",2
"5.1.1.6 (2)",2
"5.1.1.7 (2)",2
"5.1.2.1 (2)",2
"5.1.2.2 (2)",2
"5.1.2.3 (2)",2
"5.1.2.4 (2)",2
"5.1.2.5 (3)",3
"5.1.2.6 (3)",3
"5.1.2.7 (3)",3
"5.1.6.1 (11)",11
"5.15.0.139 (16)",16
"5.15.0.140 (16)",16
"5.15.0.144 (1)",1
"5.15.0.145 (11)",11
"5.15.0.151 (10)",10
"5.15.0.67 (1)",1
"5.16.0.220 (26)",26
"5.18.0.240 (25)",25
"5.18.4.1 (21)",21
"5.2.0.18 (3)",3
"5.2.1.1 (9)",9
"5.2.1.2 (8)",8
"5.2.1.3 (8)",8
"5.2.1.4 (3)",3
"5.2.1.6 (1)",1
"5.2.2.1 (3)",3
"5.2.2.2 (3)",3
"5.2.2.3 (3)",3
"5.2.3.1 (4)",4
"5.2.3.10 (5)",5
"5.2.3.11 (6)",6
"5.2.3.12 (5)",5
"5.2.3.13 (5)",5
"5.2.3.14 (5)",5
"5.2.3.15 (5)",5
"5.2.3.16 (10)",10
"5.2.3.17 (5)",5
"5.2.3.18 (5)",5
"5.2.3.19 (5)",5
"5.2.3.2 (4)",4
"5.2.3.20 (9)",9
"5.2.3.21 (5)",5
"5.2.3.22 (3)",3
"5.2.3.23 (3)",3
"5.2.3.24 (3)",3
"5.2.3.25 (3)",3
"5.2.3.26 (3)",3
"5.2.3.3 (3)",3
"5.2.3.4 (18)",18
"5.2.3.5 (6)",6
"5.2.3.6 (5)",5
"5.2.3.7 (5)",5
"5.2.3.8 (6)",6
"5.2.3.9 (6)",6
"5.2.4.1 (4)",4
"5.2.4.10 (3)",3
"5.2.4.11 (3)",3
"5.2.4.2 (2)",2
"5.2.4.3 (2)",2
"5.2.4.4 (2)",2
"5.2.4.5 (3)",3
"5.2.4.6 (3)",3
"5.2.4.7 (3)",3
"5.2.4.8 (3)",3
"5.2.4.9 (3)",3
"5.2.41.9 (3)",3
"5.2.5.4 (1)",1
"5.2.6.0 (10)",10
"5.2.8.16 (1)",1
"5.2.9.3 (2)",2
"5.29.152.5 (4)",4
"5.29.192.5 (3)",3
"5.3.1.1 (6)",6
"5.3.1.2 (6)",6
"5.3.1.3 (6)",6
"5.3.1.4 (2)",2
"5.3.1.5 (2)",2
"5.3.1.6 (2)",2
"5.3.1.7 (2)",2
"5.3.1.8 (2)",2
"5.3.1.9 (15)",15
"5.3.10.1 (1)",1
"5.3.10.15 (1)",1
"5.3.2.1 (1)",1
"5.3.2.2 (1)",1
"5.3.2.3 (1)",1
"5.3.2.4 (1)",1
"5.3.3.1 (1)",1
"5.3.3.2 (1)",1
"5.3.3.3 (2)",2
"5.3.3.4 (1)",1
"5.3.6.12 (1)",1
"5.3.6.13 (1)",1
"5.3.6.7 (1)",1
"5.3.9.1 (1)",1
"5.4.0.1 (11)",11
"5.4.0.144 (1)",1
"5.4.0.203 (2)",2
"5.4.0.204 (2)",2
"5.4.0.205 (2)",2
"5.4.0.206 (2)",2
"5.4.0.207 (2)",2
"5.4.0.208 (2)",2
"5.4.0.210 (2)",2
"5.4.0.211 (2)",2
"5.4.0.214 (2)",2
"5.4.0.216 (36)",36
"5.4.0.219 (11)",11
"5.4.0.26 (10)",10
"5.4.1.1 (3)",3
"5.4.1.2 (1)",1
"5.4.1.3 (1)",1
"5.4.1.4 (1)",1
"5.4.1.5 (1)",1
"5.4.1.6 (1)",1
"5.4.102.5 (34)",34
"5.4.112.5 (2)",2
"5.4.122.5 (3)",3
"5.4.152.5 (3)",3
"5.4.2.1 (1)",1
"5.4.2.2 (1)",1
"5.4.2.3 (1)",1
"5.4.2.4 (1)",1
"5.4.2.5 (1)",1
"5.4.2.6 (1)",1
"5.4.2.7 (1)",1
"5.4.2.8 (1)",1
"5.4.3.1 (1)",1
"5.4.3.2 (17)",17
"5.4.3.3 (1)",1
"5.4.32.5 (30)",30
"5.4.4.5 (11)",11
"5.4.52.5 (4)",4
"5.4.62.5 (8)",8
"5.4.72.5 (4)",4
"5.4.8.1 (14)",14
"5.4.82.5 (30)",30
"5.44.1.14 (11)",11
"5.5.0.13 (23)",23
"5.5.0.15 (14)",14
"5.5.1.1 (1)",1
"5.5.1.2 (1)",1
"5.5.1.3 (1)",1
"5.5.1.4 (1)",1
