Name,"Modified Time","Change Time","Access Time","Created Time",Size,"Flags(Dir)","Flags(Meta)",Known,Location,"MD5 Hash","SHA-256 Hash","MIME Type",Extension
tda9840.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",11425,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/tda9840.ko.dpkg-new",,,application/x-object,dpkg-new
tea6415c.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",9873,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/tea6415c.ko.dpkg-new",,,application/x-object,dpkg-new
tea6420.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",10073,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/tea6420.ko.dpkg-new",,,application/x-object,dpkg-new
ths7303.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",14065,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/ths7303.ko.dpkg-new",,,application/x-object,dpkg-new
ths8200.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",18081,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/ths8200.ko.dpkg-new",,,application/x-object,dpkg-new
tlv320aic23b.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",11057,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/tlv320aic23b.ko.dpkg-new",,,application/x-object,dpkg-new
tvaudio.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",51993,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/tvaudio.ko.dpkg-new",,,application/x-object,dpkg-new
tvp514x.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",21169,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/tvp514x.ko.dpkg-new",,,application/x-object,dpkg-new
tvp5150.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",41913,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/tvp5150.ko.dpkg-new",,,application/x-object,dpkg-new
tvp7002.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",20409,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/tvp7002.ko.dpkg-new",,,application/x-object,dpkg-new
tw2804.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",15305,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/tw2804.ko.dpkg-new",,,application/x-object,dpkg-new
tw9903.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",11289,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/tw9903.ko.dpkg-new",,,application/x-object,dpkg-new
tw9906.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",11225,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/tw9906.ko.dpkg-new",,,application/x-object,dpkg-new
tw9910.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",19089,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/tw9910.ko.dpkg-new",,,application/x-object,dpkg-new
uda1342.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",9609,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/uda1342.ko.dpkg-new",,,application/x-object,dpkg-new
upd64031a.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",11689,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/upd64031a.ko.dpkg-new",,,application/x-object,dpkg-new
upd64083.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",10945,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/upd64083.ko.dpkg-new",,,application/x-object,dpkg-new
video-i2c.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",32193,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/video-i2c.ko.dpkg-new",,,application/x-object,dpkg-new
vp27smpx.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",10425,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/vp27smpx.ko.dpkg-new",,,application/x-object,dpkg-new
vpx3220.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",19225,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/vpx3220.ko.dpkg-new",,,application/x-object,dpkg-new
vs6624.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",17361,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/vs6624.ko.dpkg-new",,,application/x-object,dpkg-new
wm8739.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",12409,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/wm8739.ko.dpkg-new",,,application/x-object,dpkg-new
wm8775.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",12865,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/i2c/wm8775.ko.dpkg-new",,,application/x-object,dpkg-new
drx39xyj.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",191793,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/drx39xyj/drx39xyj.ko.dpkg-new",,,application/x-object,dpkg-new
cxd2880.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",139513,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/cxd2880/cxd2880.ko.dpkg-new",,,application/x-object,dpkg-new
sp887x.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",17225,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/sp887x.ko.dpkg-new",,,application/x-object,dpkg-new
stb0899.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",64817,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/stb0899.ko.dpkg-new",,,application/x-object,dpkg-new
stb6000.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",11489,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/stb6000.ko.dpkg-new",,,application/x-object,dpkg-new
stb6100.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",17313,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/stb6100.ko.dpkg-new",,,application/x-object,dpkg-new
stv0288.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",18585,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/stv0288.ko.dpkg-new",,,application/x-object,dpkg-new
stv0297.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",16041,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/stv0297.ko.dpkg-new",,,application/x-object,dpkg-new
stv0299.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",23145,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/stv0299.ko.dpkg-new",,,application/x-object,dpkg-new
stv0367.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",64345,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/stv0367.ko.dpkg-new",,,application/x-object,dpkg-new
stv0900.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",101137,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/stv0900.ko.dpkg-new",,,application/x-object,dpkg-new
stv090x.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",96553,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/stv090x.ko.dpkg-new",,,application/x-object,dpkg-new
stv0910.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",34617,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/stv0910.ko.dpkg-new",,,application/x-object,dpkg-new
stv6110.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",14153,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/stv6110.ko.dpkg-new",,,application/x-object,dpkg-new
stv6110x.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",17665,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/stv6110x.ko.dpkg-new",,,application/x-object,dpkg-new
stv6111.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",13025,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/stv6111.ko.dpkg-new",,,application/x-object,dpkg-new
tc90522.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",19889,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/tc90522.ko.dpkg-new",,,application/x-object,dpkg-new
tda10021.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",15169,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/tda10021.ko.dpkg-new",,,application/x-object,dpkg-new
tda10023.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",14289,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/tda10023.ko.dpkg-new",,,application/x-object,dpkg-new
tda10048.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",26505,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/tda10048.ko.dpkg-new",,,application/x-object,dpkg-new
tda1004x.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",34233,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/tda1004x.ko.dpkg-new",,,application/x-object,dpkg-new
tda10071.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",38745,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/tda10071.ko.dpkg-new",,,application/x-object,dpkg-new
tda10086.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",21593,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/tda10086.ko.dpkg-new",,,application/x-object,dpkg-new
tda18271c2dd.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",28369,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/tda18271c2dd.ko.dpkg-new",,,application/x-object,dpkg-new
tda665x.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",9809,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/tda665x.ko.dpkg-new",,,application/x-object,dpkg-new
tda8083.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",14393,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/tda8083.ko.dpkg-new",,,application/x-object,dpkg-new
tda8261.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",12433,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/tda8261.ko.dpkg-new",,,application/x-object,dpkg-new
tda826x.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",10649,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/tda826x.ko.dpkg-new",,,application/x-object,dpkg-new
ts2020.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",22881,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/ts2020.ko.dpkg-new",,,application/x-object,dpkg-new
tua6100.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",9217,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/tua6100.ko.dpkg-new",,,application/x-object,dpkg-new
ves1820.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",14049,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/ves1820.ko.dpkg-new",,,application/x-object,dpkg-new
ves1x93.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",15305,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/ves1x93.ko.dpkg-new",,,application/x-object,dpkg-new
zd1301_demod.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",27033,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/zd1301_demod.ko.dpkg-new",,,application/x-object,dpkg-new
zl10036.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",14913,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/zl10036.ko.dpkg-new",,,application/x-object,dpkg-new
zl10039.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",14641,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/zl10039.ko.dpkg-new",,,application/x-object,dpkg-new
zl10353.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",16585,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/dvb-frontends/zl10353.ko.dpkg-new",,,application/x-object,dpkg-new
firedtv.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",56417,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/firewire/firedtv.ko.dpkg-new",,,application/x-object,dpkg-new
mc.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",81425,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/mc/mc.ko.dpkg-new",,,application/x-object,dpkg-new
siano.dpkg-new,"2025-06-21 14:36:27 EDT","2025-06-21 14:36:27 EDT","2025-08-01 03:42:42 EDT","2025-06-21 14:36:24 EDT",4096,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/mmc/siano.dpkg-new",,,,
smssdio.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",14289,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/mmc/siano/smssdio.ko.dpkg-new",,,application/x-object,dpkg-new
ddbridge.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",139961,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/pci/ddbridge/ddbridge.ko.dpkg-new",,,application/x-object,dpkg-new
"b2c2-flexcop-pci.ko.dpkg-new","2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",23649,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/pci/b2c2/b2c2-flexcop-pci.ko.dpkg-new",,,application/x-object,dpkg-new
dst_ca.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",34585,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/pci/bt8xx/dst_ca.ko.dpkg-new",,,application/x-object,dpkg-new
dvb-bt8xx.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",38841,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/pci/bt8xx/dvb-bt8xx.ko.dpkg-new",,,application/x-object,dpkg-new
cobalt.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",112833,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/pci/cobalt/cobalt.ko.dpkg-new",,,application/x-object,dpkg-new
cx18.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",227713,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/pci/cx18/cx18.ko.dpkg-new",,,application/x-object,dpkg-new
cx23885.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",322761,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/pci/cx23885/cx23885.ko.dpkg-new",,,application/x-object,dpkg-new
cx25821.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",68577,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/pci/cx25821/cx25821.ko.dpkg-new",,,application/x-object,dpkg-new
cx8802.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",33249,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/pci/cx88/cx8802.ko.dpkg-new",,,application/x-object,dpkg-new
cx88xx.ko.dpkg-new,"2025-04-11 15:12:36 EDT","2025-06-21 14:36:27 EDT","2025-06-21 14:36:36 EDT","2025-06-21 14:36:24 EDT",131417,Unallocated,Allocated,unknown,"/img_imagen_victima.img/vol_vol5/usr/lib/modules/5.4.0-216-generic/kernel/drivers/media/pci/cx88/cx88xx.ko.dpkg-new",,,application/x-object,dpkg-new
